,geometry,OBJECTID,COD_SIG,IDTIPO,NOME,MORADA,ATORTIPOCODIGO,EMAIL,SITE,REDESOCIAL,GlobalID
73,POINT (-9.23539844167271 38.7633466492032),1495,,,IPLisboa | ESTC - Escola Superior de Teatro e Cinema,"Avenida Marquês de Pombal, 22B - Amadora",10101,estc@estc.ipl.pt,http://www.estc.ipl.pt,https://www.facebook.com/estc.ipl/,d9d6f8bc-fd45-4b39-9280-e73e89387448
74,POINT (-9.15020500310759 38.7494995075838),1496,0902011002001,,teste,"Avenida Cinco de Outubro, 260-262<br>Campo Grande, 23-27B",10101,,,,3beac5dd-012b-49c2-8855-aa524fe2eb25
75,POINT (-9.30305675421376 38.7375724683433),1501,,,ULisboa | TÉCNICO - Instituto Superior Técnico - Campus do Tagus Park,Avenida Prof. Doutor Aníbal Cavaco Silva - Porto Salvo,10101,mail@tecnico.ulisboa.pt,www.tecnico.ulisboa.pt,,179a5506-e02d-4b55-b692-e26f69abc01c
76,POINT (-9.19212698250889 38.6980260866587),1502,3201301022001,,ULL | Universidade LUSÍADA (FAA - Faculdade de Arquitectura e Artes),"Rua da Junqueira, 194-198",10101,info@lis.ulusiada.pt,http://www.lis.ulusiada.pt/,http://www.facebook.com/UniversidadeLusiadaLisboa,74da65e3-b38e-4235-9043-5e5841b1fac9
77,POINT (-9.19212245410155 38.6980214678651),1503,3201301022001,,ULL | Universidade LUSÍADA (IPCE - Instituto de Psicologia e Ciências da Educação),"Rua da Junqueira, 194-198",10101,info@lis.ulusiada.pt,https://www.lis.ulusiada.pt/,https://www.facebook.com/UniversidadeLusiadaLisboa/,00e8c360-bb9e-4c69-91a5-85e631ffd4a8
78,POINT (-9.19212698250889 38.6980260866587),1504,3201301022001,,ULL | Universidade LUSÍADA (IET - Instituto de Engenharia e Tecnologias),"Rua da Junqueira, 194-198",10101,info@lis.ulusiada.pt,https://www.lis.ulusiada.pt/,ULL | Universidade LUSÍADA (IET - Instituto de Engenharia e Tecnologias),ec13cf6c-2200-47f3-8b4f-78808d42b01a
79,POINT (-9.19368269569772 38.7600490654187),1510,1101106001001,,ue | Universidade Europeia - FTH (Faculdade de Turismo e Hospitalidade),"Estrada da Correia, 53-65<br>Estrada do Poço do Chão, 249-249A",10101,,https://www.europeia.pt/,,3facea5a-3e1e-426b-aa70-8c1770fb584c
80,POINT (-9.18365790945365 38.7650161641021),1511,1102908001001,,ue | Universidade Europeia - FCSD (Faculdade de Ciências da Saúde e do Desporto),"Rua Laura Ayres, 4-4A",10101,,https://www.europeia.pt/,,bd396f8b-c726-4df0-aa96-b6714df4c562
81,POINT (-9.19368269569772 38.7600490654187),1512,1101106001001,,ue | Universidade Europeia - FCES (Faculdade de Ciências Empresariais e Sociais),"Estrada da Correia, 53-65<br>Estrada do Poço do Chão, 249-249A",10101,,https://www.europeia.pt/,,fd0bce17-613a-4c5a-96a6-b55b17478aa9
82,POINT (-9.16030254570311 38.7325791296909),1514,1003201142001,,UNL | NOVA IMS - NOVA Information Management School,"Travessa de Estêvão Pinto, Fac. Econ. e I.S.E.G.I.<br>Campus de Campolide, Fac. Econ. e I.S.E.G.I.",10101,adnovaims@novaims.unl.pt,https://www.novaims.unl.pt,https://www.facebook.com/NOVAIMS/,4515c8c1-81ec-4ba6-be95-79b575a776c7
83,POINT (-9.32163033090969 38.6959016232198),1515,,,UNL | ITQB NOVA - Instituto de Tecnologia Química e Biológica António Xavier,"Avenida da República, Estação Agronómica Nacional - Oeiras",10101,info@itqb.unl.pt,http://www.itqb.unl.pt,https://www.facebook.com/itqbnova,23ef0db1-af6f-4549-a281-1e9196115849
84,POINT (-9.32687908021529 38.6790668730302),1517,,,UNL | NOVA SBE - NOVA School of Business and Economics,"Rua da Holanda, 1 - Carcavelos",10101,,https://www2.novasbe.unl.pt/,,f899d7ef-4f87-45d3-a313-59032111672f
